ID,Type,Name,Parent Sheet,Parent Category
T01,Sheet,Footings & Slabs,,
T01|C01,Category,CONTINUOUS CONCRETE FOOTINGS,T01,
T01|C01|S01,Subcategory,CONCRETE – <=25 MPa – CANADA,T01,T01|C01
T01|C01|S02,Subcategory,CONCRETE – 26-30 MPa,T01,T01|C01
T01|C01|S03,Subcategory,CONCRETE – 31-35 MPa – CANADA,T01,T01|C01
T01|C01|S05,Subcategory,CONCRETE – <= 2500 psi – N.AMERICA,T01,T01|C01
T01|C01|S04,Subcategory,CONCRETE – 2501-3000 psi – N.AMERICA,T01,T01|C01
T01|C01|S06,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T01,T01|C01
T01|C01|S07,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T01,T01|C01
T01|C11,Category,CONCRETE COLUMN PADS & PIERS,T01,
T01|C11|S01,Subcategory,CONCRETE – <=25 MPa – CANADA,T01,T01|C11
T01|C11|S02,Subcategory,CONCRETE – 26-30 MPa – CANADA,T01,T01|C11
T01|C11|S03,Subcategory,CONCRETE – 31-35 MPa – CANADA,T01,T01|C11
T01|C11|S05,Subcategory,CONCRETE – <= 2500 psi – N.AMERICA,T01,T01|C11
T01|C11|S04,Subcategory,CONCRETE – 2501-3000 psi – N.AMERICA,T01,T01|C11
T01|C11|S06,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T01,T01|C11
T01|C11|S07,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T01,T01|C11
T01|C03,Category,METAL PILE FOUNDATIONS,T01,
T01|C03|S01,Subcategory,STEEL HELICAL PILES,T01,T01|C03
T01|C03|S02,Subcategory,STEEL SCREW PILES,T01,T01|C03
T01|C14,Category,TIMBER PILE FOUNDATION,T01,
T01|C14|S01,Subcategory,TIMBER PILES,T01,T01|C14
T01|C06,Category,CONCRETE SLABS,T01,
T01|C06|S01,Subcategory,CONCRETE – <=25 MPa – CANADA,T01,T01|C06
T01|C06|S02,Subcategory,CONCRETE – 26-30 MPa – CANADA,T01,T01|C06
T01|C06|S03,Subcategory,CONCRETE – 31-35 MPa – CANADA,T01,T01|C06
T01|C06|S05,Subcategory,CONCRETE – <= 2500 psi – N.AMERICA,T01,T01|C06
T01|C06|S04,Subcategory,CONCRETE – 2501-3000 psi – N.AMERICA,T01,T01|C06
T01|C06|S06,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T01,T01|C06
T01|C06|S07,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T01,T01|C06
T01|C07,Category,EARTHEN FLOOR SYSTEMS,T01,
T01|C07|S01,Subcategory,EARTHEN FLOOR SYSTEMS – CLAY BINDER,T01,T01|C07
T01|C07|S02,Subcategory,EARTHEN FLOOR SYSTEMS – CLAY-LIME BINDER,T01,T01|C07
T01|C02,Category,REBAR FOR CONTINUOUS FOOTINGS,T01,
T01|C02|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T01,T01|C02
T01|C02|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T01,T01|C02
T01|C12,Category,"REBAR FOR COLUMN FOOTINGS, PADS & PIERS",T01,
T01|C12|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T01,T01|C12
T01|C12|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T01,T01|C12
T01|C04,Category,REBAR FOR SLABS,T01,
T01|C04|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T01,T01|C04
T01|C04|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T01,T01|C04
T01|C05,Category,REINFORCING MESH FOR SLAB,T01,
T01|C05|S01,Subcategory,WELDED/WOVEN WIRE MESH,T01,T01|C05
T01|C08,Category,SUB-SLAB INSULATION,T01,
T01|C08|S01,Subcategory,EPS FOAM BOARD,T01,T01|C08
T01|C08|S07,Subcategory,EPS FOAM BOARD WITH GRAPHITE,T01,T01|C08
T01|C08|S02,Subcategory,XPS FOAM BOARD (LEGACY FORMULAS),T01,T01|C08
T01|C08|S09,Subcategory,XPS FOAM BOARD (REDUCED GWP),T01,T01|C08
T01|C08|S08,Subcategory,XPS FOAM BOARD,T01,T01|C08
T01|C08|S03,Subcategory,MINERAL WOOL BOARD,T01,T01|C08
T01|C08|S04,Subcategory,LIGHT WEIGHT AGGREGATE,T01,T01|C08
T01|C08|S05,Subcategory,FOAM GLASS BOARD,T01,T01|C08
T01|C08|S06,Subcategory,CORK BOARD,T01,T01|C08
T01|C15,Category,BARRIERS AND MEMBRANES,T01,
T01|C15|S01,Subcategory,SHEET BARRIER,T01,T01|C15
T01|C15|S02,Subcategory,LIQUID APPLIED BARRIER,T01,T01|C15
T01|C09,Category,BASEMENT FLOORING,T01,
T01|C09|S05,Subcategory,LAMINATE FLOORING,T01,T01|C09
T01|C09|S07,Subcategory,CARPET,T01,T01|C09
T01|C09|S12,Subcategory,RUBBER FLOORING,T01,T01|C09
T01|C09|S01,Subcategory,HARDWOOD FLOORING,T01,T01|C09
T01|C09|S15,Subcategory,ENGINEERED WOOD FLOORING,T01,T01|C09
T01|C09|S03,Subcategory,CERAMIC TILE FLOORING,T01,T01|C09
T01|C09|S17,Subcategory,NATURAL STONE FLOORING,T01,T01|C09
T01|C09|S04,Subcategory,VINYL FLOORING,T01,T01|C09
T01|C09|S08,Subcategory,STONE PLASTIC COMPOSITE FLOORING,T01,T01|C09
T01|C09|S10,Subcategory,LINOLEUM FLOORING – LIQUID APPLIED,T01,T01|C09
T01|C09|S02,Subcategory,LINOLEUM FLOORING – 2.5 mm SHEET,T01,T01|C09
T01|C09|S09,Subcategory,LINOLEUM FLOORING – 4.0 mm SHEET,T01,T01|C09
T01|C09|S06,Subcategory,CORK FLOORING,T01,T01|C09
T01|C09|S18,Subcategory,HEMPWOOD FLOORING,T01,T01|C09
T01|C09|S11,Subcategory,BAMBOO FLOORING,T01,T01|C09
T01|C10,Category,AGGREGATE BASE,T01,
T01|C10|S01,Subcategory,CRUSHED STONE,T01,T01|C10
T01|CAM,Category,ADDITIONAL MATERIALS,T01,
T01|CAM|SLE,Subcategory,MATERIALS BY LENGTH,T01,T01|CAM
T01|CAM|SAR,Subcategory,MATERIALS BY AREA,T01,T01|CAM
T01|CAM|SRV,Subcategory,MATERIALS BY R-VALUE & AREA,T01,T01|CAM
T01|CAM|SVO,Subcategory,MATERIALS BY VOLUME,T01,T01|CAM
T01|CEP,Category,ADD CUSTOM EPD VALUE,T01,
T02,Sheet,Foundation Walls,,
T02|C01,Category,CONCRETE FOUNDATION WALLS,T02,
T02|C01|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T02,T02|C01
T02|C01|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T02,T02|C01
T02|C01|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T02,T02|C01
T02|C01|S04,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T02,T02|C01
T02|C01|S05,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T02,T02|C01
T02|C01|S06,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T02,T02|C01
T02|C01|S07,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T02,T02|C01
T02|C02,Category,REBAR FOR FOUNDATION WALLS,T02,
T02|C02|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T02,T02|C02
T02|C02|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T02,T02|C02
T02|C03,Category,CONCRETE MASONRY UNIT (CMU) WALLS,T02,
T02|C03|S02,Subcategory,CMU – LIGHT WEIGHT,T02,T02|C03
T02|C03|S01,Subcategory,CMU – NORMAL WEIGHT,T02,T02|C03
T02|C13,Category,EARTHEN MASONRY UNITS,T02,
T02|C13|S01,Subcategory,COMPRESSED EARTH BLOCKS,T02,T02|C13
T02|C04,Category,CONCRETE FILL FOR CMU WALL,T02,
T02|C04|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T02,T02|C04
T02|C04|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T02,T02|C04
T02|C04|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T02,T02|C04
T02|C04|S04,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T02,T02|C04
T02|C04|S05,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T02,T02|C04
T02|C04|S06,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T02,T02|C04
T02|C04|S07,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T02,T02|C04
T02|C05,Category,TREATED WOOD FOUNDATION,T02,
T02|C05|S00,Subcategory,TREATED WOOD FOUNDATION,T02,T02|C05
T02|C06,Category,EPS FOAM ICF WALLS,T02,
T02|C06|S01,Step,(STEP 1) EPS FOAM ICF – HOLLOW SHELL,T02,T02|C06
T02|C06|S02,Step,(STEP 2) EPS FOAM ICF – CONCRETE FILL,T02,T02|C06
T02|C06|S03,Subcategory,CONCRETE – <=25 MPA – CANADA,T02,T02|C06
T02|C06|S04,Subcategory,CONCRETE – 26-30 MPA – CANADA,T02,T02|C06
T02|C06|S05,Subcategory,CONCRETE – 31-35 MPA – CANADA,T02,T02|C06
T02|C06|S06,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T02,T02|C06
T02|C06|S07,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T02,T02|C06
T02|C06|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T02,T02|C06
T02|C06|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T02,T02|C06
T02|C07,Category,WOOD CHIP CEMENT ICF WALLS,T02,
T02|C07|S01,Step,(STEP 1) WOOD CHIP CEMENT ICF – HOLLOW SHELL,T02,T02|C07
T02|C07|S02,Step,(STEP 2) WOOD CHIP CEMENT ICF – CONCRETE FILL,T02,T02|C07
T02|C07|S03,Subcategory,CONCRETE – <=25 MPA – CANADA,T02,T02|C07
T02|C07|S04,Subcategory,CONCRETE – 26-30 MPA – CANADA,T02,T02|C07
T02|C07|S05,Subcategory,CONCRETE – 31-35 MPA – CANADA,T02,T02|C07
T02|C07|S06,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T02,T02|C07
T02|C07|S07,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T02,T02|C07
T02|C07|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T02,T02|C07
T02|C07|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T02,T02|C07
T02|C08,Category,LIGHT WOOD FRAME WALLS,T02,
T02|C08|S01,Subcategory,FRAMING LUMBER – SPRUCE-PINE-FIR,T02,T02|C08
T02|C09,Category,LIGHT STEEL FRAME WALLS,T02,
T02|C09|S01,Subcategory,LIGHT STEEL FRAMING – 16 GAUGE (2X6),T02,T02|C09
T02|C09|S02,Subcategory,LIGHT STEEL FRAMING – 20 GAUGE (2X4),T02,T02|C09
T02|C10,Category,CONTINUOUS INSULATION,T02,
T02|C10|S01,Subcategory,XPS FOAM BOARD (LEGACY FORMULAS),T02,T02|C10
T02|C10|S02,Subcategory,XPS FOAM BOARD (REDUCED GWP),T02,T02|C10
T02|C10|S03,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T02,T02|C10
T02|C10|S04,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T02,T02|C10
T02|C10|S05,Subcategory,XPS FOAM BOARD,T02,T02|C10
T02|C10|S06,Subcategory,MINERAL WOOL BOARD,T02,T02|C10
T02|C10|S07,Subcategory,HIGH R-VALUE CONTINUOUS INSULATION,T02,T02|C10
T02|C10|S08,Subcategory,EPS FOAM BOARD,T02,T02|C10
T02|C10|S09,Subcategory,EPS FOAM BOARD WITH GRAPHITE,T02,T02|C10
T02|C10|S10,Subcategory,POLYISOCYANURATE FOAM BOARD,T02,T02|C10
T02|C10|S11,Subcategory,CORK BOARD,T02,T02|C10
T02|C10|S15,Subcategory,FIBERGLASS BOARD,T02,T02|C10
T02|C11,Category,CAVITY INSULATION,T02,
T02|C11|S01,Subcategory,HIGH R-VALUE INSULATION,T02,T02|C11
T02|C11|S02,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T02,T02|C11
T02|C11|S03,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T02,T02|C11
T02|C11|S04,Subcategory,SPRAY POLYURETHANE FOAM – OPEN CELL,T02,T02|C11
T04|C11|S15,Subcategory,CEMENTITIOUS FOAM INSULATION,T02,T02|C11
T02|C11|S05,Subcategory,SHEEP WOOL INSULATION,T02,T02|C11
T02|C11|S06,Subcategory,MINERAL WOOL BATT INSULATION,T02,T02|C11
T02|C11|S07,Subcategory,MINERAL WOOL LOOSE FILL INSULATION,T02,T02|C11
T02|C11|S08,Subcategory,FIBERGLASS LOOSE FILL INSULATION,T02,T02|C11
T02|C11|S09,Subcategory,FIBERGLASS BATT INSULATION,T02,T02|C11
T02|C11|S10,Subcategory,HEMP FIBER WOOL INSULATION,T02,T02|C11
T02|C11|S11,Subcategory,CELLULOSE INSULATION,T02,T02|C11
T02|C11|S12,Subcategory,WOOD FIBER INSULATION,T02,T02|C11
T02|C11|S13,Subcategory,HEMPCRETE INSULATION,T02,T02|C11
T02|C11|S14,Subcategory,STRAW BALE INSULATION,T02,T02|C11
T02|C11|S16,Subcategory,GRASS INSULATION,T02,T02|C11
T02|C15,Category,BARRIERS AND MEMBRANES,T02,
T02|C15|S01,Subcategory,SHEET BARRIER,T02,T02|C15
T02|C15|S02,Subcategory,LIQUID APPLIED BARRIER,T02,T02|C15
T02|C15|S03,Subcategory,SELF-ADHERED BARRIER,T02,T02|C15
T02|C12,Category,INTERIOR WALL CLADDING,T02,
T02|C12|S01,Subcategory,"DRYWALL – 1/2""",T02,T02|C12
T02|C12|S02,Subcategory,"DRYWALL – 1/2"" TYPE C",T02,T02|C12
T02|C12|S03,Subcategory,"DRYWALL – 5/8"" TYPE X",T02,T02|C12
T02|C12|S08,Subcategory,"DRYWALL – 5/8"" TYPE C",T02,T02|C12
T02|C12|S04,Subcategory,MAGNESIUM OXIDE BOARD,T02,T02|C12
T02|C12|S05,Subcategory,BIO-BASED CLADDING,T02,T02|C12
T02|C12|S06,Subcategory,INTERIOR PLASTER,T02,T02|C12
T02|CAM,Category,ADDITIONAL MATERIALS,T02,
T02|CAM|SLE,Subcategory,MATERIALS BY LENGTH,T02,T02|CAM
T02|CAM|SAR,Subcategory,MATERIALS BY AREA,T02,T02|CAM
T02|CAM|SRV,Subcategory,MATERIALS BY R-VALUE & AREA,T02,T02|CAM
T02|CAM|SVO,Subcategory,MATERIALS BY VOLUME,T02,T02|CAM
T02|CEP,Category,ADD CUSTOM EPD VALUE,T02,
T03,Sheet,Structural Elements,,
T03|C01,Category,STRUCTURAL TIMBER,T03,
T03|C01|S01,Subcategory,STRUCTURAL COMPOSITE LUMBER,T03,T03|C01
T03|C01|S02,Subcategory,TIMBER FRAMING LUMBER,T03,T03|C01
T03|C01|S03,Subcategory,STRUCTURAL COMPOSITE BAMBOO,T03,T03|C01
T03|C02,Category,STRUCTURAL STEEL – WIDE FLANGE BEAMS,T03,
T03|C02|S01,Subcategory,WIDE FLANGE – W150 (US W6),T03,T03|C02
T03|C02|S02,Subcategory,WIDE FLANGE – W200 (US W8),T03,T03|C02
T03|C02|S03,Subcategory,WIDE FLANGE – W250 (US W10),T03,T03|C02
T03|C02|S04,Subcategory,WIDE FLANGE – W310 (US W12),T03,T03|C02
T03|C02|S05,Subcategory,WIDE FLANGE – W360 (US W14),T03,T03|C02
T03|C02|S06,Subcategory,WIDE FLANGE – W410 (US W16),T03,T03|C02
T03|C02|S07,Subcategory,WIDE FLANGE – W530 (US W21),T03,T03|C02
T03|C03,Category,STRUCTURAL STEEL – OTHER SECTION SHAPES,T03,
T03|C03|S01,Subcategory,STEEL – SQUARE HSS,T03,T03|C03
T03|C03|S02,Subcategory,STEEL – RECTANGULAR,T03,T03|C03
T03|C03|S03,Subcategory,STEEL – ANGLE,T03,T03|C03
T03|C04,Category,STRUCTURAL STEEL POSTS,T03,
T03|C04|S01,Subcategory,STEEL POST,T03,T03|C04
T03|CAM,Category,ADDITIONAL MATERIALS,T03,
T03|CAM|SLE,Subcategory,MATERIALS BY LENGTH,T03,T03|CAM
T03|CAM|SAR,Subcategory,MATERIALS BY AREA,T03,T03|CAM
T03|CAM|SRV,Subcategory,MATERIALS BY R-VALUE & AREA,T03,T03|CAM
T03|CAM|SVO,Subcategory,MATERIALS BY VOLUME,T03,T03|CAM
T03|CEP,Category,ADD CUSTOM EPD VALUE,T03,
T04,Sheet,Exterior Walls,,
T04|C01,Category,LIGHT STEEL FRAME WALLS,T04,
T04|C01|S01,Subcategory,LIGHT STEEL FRAMING – 16 GAUGE (2X6),T04,T04|C01
T04|C01|S02,Subcategory,LIGHT STEEL FRAMING – 20 GAUGE (2X4),T04,T04|C01
T04|C02,Category,LIGHT WOOD FRAME WALLS,T04,
T04|C02|S01,Subcategory,FRAMING LUMBER – SPRUCE-PINE-FIR,T04,T04|C02
T04|C03,Category,WOOD I-JOIST (TJI) STUD FRAMING,T04,
T04|C03|S00,Subcategory,WOOD I-JOIST (TJI) STUD FRAMING,T04,T04|C03
T04|C15,Category,PROTECTIVE INSULATED STRUCTURAL SHEATHING,T04,
T04|C15|S01,Subcategory,INSULATED SHEATHING & BARRIER SYSTEM,T04,T04|C15
T04|C04,Category,STRUCTURAL SHEATHING,T04,
T04|C04|S01,Subcategory,GYPSUM PANELS,T04,T04|C04
T04|C04|S06,Subcategory,OSB SHEATHING & BARRIER SYSTEM,T04,T04|C04
T04|C04|S02,Subcategory,ORIENTED STRAND BOARD (OSB),T04,T04|C04
T04|C04|S03,Subcategory,PLYWOOD,T04,T04|C04
T04|C04|S04,Subcategory,WOOD BOARDS,T04,T04|C04
T04|C04|S05,Subcategory,COMPOSITE PANELS,T04,T04|C04
T04|C16,Category,BARRIERS AND MEMBRANES,T04,
T04|C16|S01,Subcategory,SHEET BARRIER PERMEABLE,T04,T04|C16
T04|C16|S04,Subcategory,SHEET BARRIER MOISTURE-VARIABLE,T04,T04|C16
T04|C16|S05,Subcategory,SHEET BARRIER NON-PERMEABLE,T04,T04|C16
T04|C16|S02,Subcategory,LIQUID APPLIED BARRIER,T04,T04|C16
T04|C16|S03,Subcategory,ADHESIVE BARRIER,T04,T04|C16
T04|C05,Category,CAVITY INSULATION,T04,
T04|C05|S01,Subcategory,HIGH R-VALUE CAVITY INSULATION,T04,T04|C05
T04|C05|S02,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T04,T04|C05
T04|C05|S03,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T04,T04|C05
T04|C05|S04,Subcategory,SPRAY POLYURETHANE FOAM – OPEN CELL,T04,T04|C05
T04|C05|S05,Subcategory,SHEEP WOOL INSULATION,T04,T04|C05
T04|C05|S06,Subcategory,MINERAL WOOL BATT INSULATION,T04,T04|C05
T04|C05|S07,Subcategory,MINERAL WOOL LOOSE FILL INSULATION,T04,T04|C05
T04|C05|S08,Subcategory,FIBERGLASS LOOSE FILL INSULATION,T04,T04|C05
T04|C05|S09,Subcategory,FIBERGLASS BATT INSULATION,T04,T04|C05
T04|C05|S10,Subcategory,HEMP FIBER WOOL INSULATION,T04,T04|C05
T04|C05|S11,Subcategory,CELLULOSE INSULATION,T04,T04|C05
T04|C05|S12,Subcategory,WOOD FIBER INSULATION,T04,T04|C05
T04|C05|S13,Subcategory,HEMPCRETE INSULATION,T04,T04|C05
T04|C05|S14,Subcategory,STRAW BALE INSULATION,T04,T04|C05
T04|C05|S15,Subcategory,CEMENTITIOUS FOAM INSULATION,T04,T04|C05
T04|C05|S16,Subcategory,GRASS INSULATION,T04,T04|C05
T04|C06,Category,CONTINUOUS INSULATION,T04,
T04|C06|S01,Subcategory,XPS FOAM BOARD (LEGACY FORMULAS),T04,T04|C06
T04|C06|S02,Subcategory,XPS FOAM BOARD (REDUCED GWP),T04,T04|C06
T04|C06|S03,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T04,T04|C06
T04|C06|S04,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T04,T04|C06
T04|C06|S05,Subcategory,XPS FOAM BOARD,T04,T04|C06
T04|C06|S06,Subcategory,MINERAL WOOL BOARD,T04,T04|C06
T04|C06|S07,Subcategory,HIGH R-VALUE CONTINUOUS INSULATION,T04,T04|C06
T04|C06|S08,Subcategory,EPS FOAM BOARD,T04,T04|C06
T04|C06|S09,Subcategory,EPS FOAM BOARD WITH GRAPHITE,T04,T04|C06
T04|C06|S10,Subcategory,POLYISOCYANURATE FOAM BOARD,T04,T04|C06
T04|C06|S11,Subcategory,CORK BOARD,T04,T04|C06
T04|C06|S12,Subcategory,WOOD FIBER BOARD,T04,T04|C06
T04|C06|S13,Subcategory,STRAW BOARD,T04,T04|C06
T04|C06|S14,Subcategory,HEMPCRETE BLOCK,T04,T04|C06
T04|C06|S15,Subcategory,FIBERGLASS BOARD,T04,T04|C06
T04|C07,Category,LAMINATED TIMBER PANEL WALLS,T04,
T04|C07|S01,Subcategory,CROSS LAMINATED TIMBER (CLT),T04,T04|C07
T04|C07|S02,Subcategory,DOWEL LAMINATED TIMBER (DLT),T04,T04|C07
T04|C08,Category,CONCRETE MASONRY UNIT (CMU) WALLS,T04,
T04|C08|S01,Subcategory,CMU – NORMAL WEIGHT,T04,T04|C08
T04|C08|S02,Subcategory,CMU – LIGHT WEIGHT,T04,T04|C08
T04|C09,Category,CONCRETE FILL FOR CMU WALL,T04,
T04|C09|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T04,T04|C09
T04|C09|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T04,T04|C09
T04|C09|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T04,T04|C09
T04|C09|S04,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T04,T04|C09
T04|C09|S05,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T04,T04|C09
T04|C09|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T04,T04|C09
T04|C09|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T04,T04|C09
T04|C10,Category,EPS FOAM ICF WALLS,T04,
T04|C10|S01,Step,(STEP 1) EPS FOAM ICF – HOLLOW SHELL,T04,T04|C10
T04|C10|S02,Step,(STEP 2) EPS FOAM ICF – CONCRETE FILL,T04,T04|C10
T04|C10|S03,Subcategory,CONCRETE – <=25 MPA – CANADA,T04,T04|C10
T04|C10|S04,Subcategory,CONCRETE – 26-30 MPA – CANADA,T04,T04|C10
T04|C10|S05,Subcategory,CONCRETE – 31-35 MPA – CANADA,T04,T04|C10
T04|C10|S06,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T04,T04|C10
T04|C10|S07,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T04,T04|C10
T04|C10|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T04,T04|C10
T04|C10|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T04,T04|C10
T04|C11,Category,WOOD CHIP CEMENT ICF WALLS,T04,
T04|C11|S01,Step,(STEP 1) WOOD CHIP CEMENT ICF – HOLLOW SHELL,T04,T04|C11
T04|C11|S02,Step,(STEP 2) WOOD CHIP CEMENT ICF – CONCRETE FILL,T04,T04|C11
T04|C11|S03,Subcategory,CONCRETE – <=25 MPA – CANADA,T04,T04|C11
T04|C11|S04,Subcategory,CONCRETE – 26-30 MPA – CANADA,T04,T04|C11
T04|C11|S05,Subcategory,CONCRETE – 31-35 MPA – CANADA,T04,T04|C11
T04|C11|S06,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T04,T04|C11
T04|C11|S07,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T04,T04|C11
T04|C11|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T04,T04|C11
T04|C11|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T04,T04|C11
T04|C14,Category,EARTHEN WALL SYSTEMS – VARIABLE WIDTH,T04,
T04|C14|S02,Subcategory,MONOLITHIC EARTH WALLS,T04,T04|C14
T04|C13,Category,EARTHEN WALL SYSTEMS – FIXED WIDTH,T04,
T04|C13|S01,Subcategory,EARTH MASONRY UNIT WALLS,T04,T04|C13
T04|C13|S02,Subcategory,MONOLITHIC EARTH WALLS,T04,T04|C13
T04|C12,Category,STRUCTURAL INSULATED PANEL (SIP),T04,
T04|C12|S01,Subcategory,EPS FOAM INSULATED PANELS,T04,T04|C12
T04|C12|S02,Subcategory,COMPOSITE SIP PANELS,T04,T04|C12
T04|CAM,Category,ADDITIONAL MATERIALS,T04,
T04|CAM|SLE,Subcategory,MATERIALS BY LENGTH,T04,T04|CAM
