ID,Type,Name,Parent Sheet,Parent Category
T11|CAM,Category,ADDITIONAL MATERIALS,T11,
T11|CAM|SLE,Subcategory,MATERIALS BY LENGTH,T11,T11|CAM
T11|CAM|SAR,Subcategory,MATERIALS BY AREA,T11,T11|CAM
T11|CAM|SRV,Subcategory,MATERIALS BY R-VALUE & AREA,T11,T11|CAM
T11|CAM|SVO,Subcategory,MATERIALS BY VOLUME,T11,T11|CAM
T11|CEP,Category,ADD CUSTOM EPD VALUE,T11,
T12,Sheet,Garage,,
T12|H01,Header,GARAGE FOOTINGS & SLABS,T12,
T12|C01,Category,CONTINUOUS CONCRETE FOOTINGS,T12,
T12|C01|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T12,T12|C01
T12|C01|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T12,T12|C01
T12|C01|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T12,T12|C01
T12|C01|S04,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T12,T12|C01
T12|C01|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T12,T12|C01
T12|C01|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T12,T12|C01
T12|C02,Category,CONCRETE COLUMN PADS & PIERS,T12,
T12|C02|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T12,T12|C02
T12|C02|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T12,T12|C02
T12|C02|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T12,T12|C02
T12|C02|S04,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T12,T12|C02
T12|C02|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T12,T12|C02
T12|C02|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T12,T12|C02
T12|C03,Category,REBAR FOR CONTINUOUS FOOTINGS,T12,
T12|C03|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T12,T12|C03
T12|C03|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T12,T12|C03
T12|C04,Category,"REBAR FOR COLUMN FOOTINGS, PADS & PIERS",T12,
T12|C04|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T12,T12|C04
T12|C04|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T12,T12|C04
T12|C05,Category,GARAGE AGGREGATE BASE,T12,
T12|C05|S01,Subcategory,CRUSHED STONE,T12,T12|C05
T12|C06,Category,GARAGE CONCRETE SLAB,T12,
T12|C06|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T12,T12|C06
T12|C06|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T12,T12|C06
T12|C06|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T12,T12|C06
T12|C06|S04,Subcategory,CONCRETE – 2501-3000 PSI – N.AMERICA,T12,T12|C06
T12|C06|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T12,T12|C06
T12|C06|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T12,T12|C06
T12|C07,Category,REBAR FOR GARAGE SLAB,T12,
T12|C07|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T12,T12|C07
T12|C07|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T12,T12|C07
T12|C08,Category,REINFORCING MESH FOR GARAGE SLAB,T12,
T12|C08|S01,Subcategory,WELDED/WOVEN WIRE MESH,T12,T12|C08
T12|C48,Category,BARRIERS AND MEMBRANES,T12,
T12|C48|S01,Subcategory,SHEET BARRIER,T12,T12|C48
T12|C48|S02,Subcategory,LIQUID APPLIED BARRIER,T12,T12|C48
T12|H02,Header,GARAGE FOUNDATION WALLS,T12,
T12|C09,Category,CONCRETE FOUNDATION WALLS,T12,
T12|C09|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T12,T12|C09
T12|C09|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T12,T12|C09
T12|C09|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T12,T12|C09
T12|C09|S04,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T12,T12|C09
T12|C09|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T12,T12|C09
T12|C09|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T12,T12|C09
T12|C10,Category,REBAR FOR FOUNDATION WALLS,T12,
T12|C10|S01,Subcategory,STEEL REINFORCING BARS - CANADIAN BAR SIZES,T12,T12|C10
T12|C10|S02,Subcategory,STEEL REINFORCING BARS - US BAR SIZES,T12,T12|C10
T12|H10,Header,GARAGE STRUCTURAL ELEMENTS,T12,
T12|C40,Category,STRUCTURAL TIMBER,T12,
T12|C40|S01,Subcategory,STRUCTURAL COMPOSITE LUMBER,T12,T12|C40
T12|C40|S02,Subcategory,TIMBER FRAMING LUMBER,T12,T12|C40
T12|C40|S03,Subcategory,STRUCTURAL COMPOSITE BAMBOO,T12,T12|C40
T12|C37,Category,STRUCTURAL STEEL – WIDE FLANGE BEAMS,T12,
T12|C37|S01,Subcategory,WIDE FLANGE – W150 (US W6),T12,T12|C37
T12|C37|S02,Subcategory,WIDE FLANGE – W200 (US W8),T12,T12|C37
T12|C37|S03,Subcategory,WIDE FLANGE – W250 (US W10),T12,T12|C37
T12|C37|S04,Subcategory,WIDE FLANGE – W310 (US W12),T12,T12|C37
T12|C37|S05,Subcategory,WIDE FLANGE – W360 (US W14),T12,T12|C37
T12|C37|S06,Subcategory,WIDE FLANGE – W410 (US W16),T12,T12|C37
T12|C37|S07,Subcategory,WIDE FLANGE – W530 (US W21),T12,T12|C37
T12|C38,Category,STRUCTURAL STEEL – OTHER SECTION SHAPES,T12,
T12|C38|S01,Subcategory,STEEL – SQUARE HSS,T12,T12|C38
T12|C38|S02,Subcategory,STEEL – RECTANGULAR,T12,T12|C38
T12|C38|S03,Subcategory,STEEL – ANGLE,T12,T12|C38
T12|C39,Category,STRUCTURAL STEEL POSTS,T12,
T12|C39|S01,Subcategory,STEEL POST,T12,T12|C39
T12|H03,Header,EXTERIOR GARAGE WALLS,T12,
T12|C11,Category,LIGHT WOOD FRAME EXTERIOR WALLS,T12,
T12|C11|S01,Subcategory,FRAMING LUMBER – SPRUCE-PINE-FIR,T12,T12|C11
T12|C12,Category,LIGHT STEEL FRAME EXTERIOR WALLS,T12,
T12|C12|S01,Subcategory,LIGHT STEEL FRAMING – 16 GAUGE (2X6),T12,T12|C12
T12|C41,Category,PROTECTIVE INSULATED STRUCTURAL SHEATHING,T12,
T12|C41|S01,Subcategory,INSULATED OSB SHEATHING & BARRIER SYSTEM,T12,T12|C41
T12|C24,Category,STRUCTURAL SHEATHING,T12,
T12|C24|S06,Subcategory,OSB SHEATHING & BARRIER SYSTEM,T12,T12|C24
T12|C24|S01,Subcategory,ORIENTED STRAND BOARD (OSB),T12,T12|C24
T12|C24|S02,Subcategory,PLYWOOD,T12,T12|C24
T12|C24|S03,Subcategory,GYPSUM PANELS,T12,T12|C24
T12|C24|S04,Subcategory,COMPOSITE PANELS,T12,T12|C24
T12|C13,Category,CONCRETE MASONRY UNIT (CMU) WALLS,T12,
T12|C13|S01,Subcategory,CMU – NORMAL WEIGHT,T12,T12|C13
T12|C13|S02,Subcategory,CMU – LIGHT WEIGHT,T12,T12|C13
T12|C14,Category,CONCRETE FILL FOR CMU WALLS,T12,
T12|C14|S01,Subcategory,CONCRETE – <=25 MPA – CANADA,T12,T12|C14
T12|C14|S02,Subcategory,CONCRETE – 26-30 MPA – CANADA,T12,T12|C14
T12|C14|S03,Subcategory,CONCRETE – 31-35 MPA – CANADA,T12,T12|C14
T12|C14|S04,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T12,T12|C14
T12|C14|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T12,T12|C14
T12|C14|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T12,T12|C14
T12|C15,Category,EPS FOAM ICF EXTERIOR WALLS,T12,
T12|C15|S01,Step,(STEP 1) EPS FOAM ICF – HOLLOW SHELL,T12,T12|C15
T12|C15|S02,Step,(STEP 2) EPS FOAM ICF – CONCRETE FILL,T12,T12|C15
T12|C15|S03,Subcategory,CONCRETE – <=25 MPA – CANADA,T12,T12|C15
T12|C15|S04,Subcategory,CONCRETE – 26-30 MPA – CANADA,T12,T12|C15
T12|C15|S05,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T12,T12|C15
T12|C15|S07,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T12,T12|C14
T12|C15|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T12,T12|C14
T12|C15|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T12,T12|C14
T12|C16,Category,WOOD CHIP CEMENT ICF EXTERIOR WALLS,T12,
T12|C16|S01,Step,(STEP 1) WOOD CHIP CEMENT ICF – HOLLOW SHELL,T12,T12|C16
T12|C16|S02,Step,(STEP 2) WOOD CHIP CEMENT ICF – CONCRETE FILL,T12,T12|C16
T12|C16|S03,Subcategory,CONCRETE – <=25 MPA – CANADA,T12,T12|C16
T12|C16|S04,Subcategory,CONCRETE – 26-30 MPA – CANADA,T12,T12|C16
T12|C16|S05,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T12,T12|C16
T12|C16|S07,Subcategory,CONCRETE – <= 2500 PSI – N.AMERICA,T12,T12|C16
T12|C16|S08,Subcategory,CONCRETE – 3001-4000 psi – N.AMERICA,T12,T12|C16
T12|C16|S09,Subcategory,CONCRETE – 4001-5000 psi – N.AMERICA,T12,T12|C16
T12|C17,Category,EXTERIOR WALL CAVITY INSULATION,T12,
T12|C17|S01,Subcategory,HIGH R-VALUE CAVITY INSULATION,T12,T12|C17
T12|C17|S02,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T12,T12|C17
T12|C17|S03,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T12,T12|C17
T12|C17|S04,Subcategory,SPRAY POLYURETHANE FOAM – OPEN CELL,T12,T12|C17
T12|C17|S05,Subcategory,SHEEP WOOL INSULATION,T12,T12|C17
T12|C17|S06,Subcategory,MINERAL WOOL BATT INSULATION,T12,T12|C17
T12|C17|S07,Subcategory,MINERAL WOOL LOOSE FILL INSULATION,T12,T12|C17
T12|C17|S08,Subcategory,FIBERGLASS LOOSE FILL INSULATION,T12,T12|C17
T12|C17|S09,Subcategory,FIBERGLASS BATT INSULATION,T12,T12|C17
T12|C17|S10,Subcategory,HEMP FIBER WOOL INSULATION,T12,T12|C17
T12|C17|S11,Subcategory,CELLULOSE INSULATION,T12,T12|C17
T12|C17|S12,Subcategory,WOOD FIBER INSULATION,T12,T12|C17
T12|C17|S13,Subcategory,HEMPCRETE INSULATION,T12,T12|C17
T12|C17|S14,Subcategory,STRAW BALE INSULATION,T12,T12|C17
T12|C17|S15,Subcategory,CEMENTITIOUS FOAM INSULATION,T12,T12|C17
T12|C17|S16,Subcategory,GRASS INSULATION,T12,T12|C17
T12|C18,Category,EXTERIOR WALL CONTINUOUS INSULATION,T12,
T12|C18|S01,Subcategory,XPS FOAM BOARD (LEGACY FORMULAS),T12,T12|C18
T12|C18|S02,Subcategory,XPS FOAM BOARD (REDUCED GWP),T12,T12|C18
T12|C18|S03,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T12,T12|C18
T12|C18|S04,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T12,T12|C18
T12|C18|S05,Subcategory,XPS FOAM BOARD,T12,T12|C18
T12|C18|S06,Subcategory,MINERAL WOOL BOARD,T12,T12|C18
T12|C18|S07,Subcategory,HIGH R-VALUE CONTINUOUS INSULATION,T12,T12|C18
T12|C18|S08,Subcategory,EPS FOAM BOARD,T12,T12|C18
T12|C18|S09,Subcategory,EPS FOAM BOARD WITH GRAPHITE,T12,T12|C18
T12|C18|S10,Subcategory,POLYISOCYANURATE FOAM BOARD,T12,T12|C18
T12|C18|S11,Subcategory,CORK BOARD,T12,T12|C18
T12|C18|S12,Subcategory,WOOD FIBER BOARD,T12,T12|C18
T12|C18|S13,Subcategory,STRAW BOARD,T12,T12|C18
T12|C18|S14,Subcategory,HEMPCRETE BLOCK,T12,T12|C18
T12|C18|S15,Subcategory,FIBERGLASS BOARD,T12,T12|C18
T12|C45,Category,BARRIERS AND MEMBRANES,T12,
T12|C45|S01,Subcategory,SHEET BARRIER PERMEABLE,T12,T12|C45
T12|C45|S04,Subcategory,SHEET BARRIER MOISTURE-VARIABLE,T12,T12|C45
T12|C45|S05,Subcategory,SHEET BARRIER NON-PERMEABLE,T12,T12|C45
T12|C45|S02,Subcategory,LIQUID APPLIED BARRIER,T12,T12|C45
T12|C45|S03,Subcategory,ADHESIVE BARRIER,T12,T12|C45
T12|H04,Header,GARAGE PARTITION WALLS,T12,
T12|C19,Category,LIGHT STEEL FRAME GARAGE PARTITION WALLS,T12,
T12|C19|S01,Subcategory,LIGHT STEEL FRAMING – 16 GAUGE (2X6),T12,T12|C19
T12|C19|S02,Subcategory,LIGHT STEEL FRAMING – 20 GAUGE (2X4),T12,T12|C19
T12|C20,Category,LIGHT WOOD FRAME GARAGE PARTITION WALLS,T12,
T12|C20|S01,Subcategory,FRAMING LUMBER – SPRUCE-PINE-FIR,T12,T12|C20
T12|C42,Category,PROTECTIVE INSULATED STRUCTURAL SHEATHING,T12,
T12|C42|S01,Subcategory,INSULATED OSB SHEATHING & BARRIER SYSTEM,T12,T12|C42
T12|C43,Category,STRUCTURAL SHEATHING,T12,
T12|C43|S06,Subcategory,OSB SHEATHING & BARRIER SYSTEM,T12,T12|C43
T12|C43|S01,Subcategory,ORIENTED STRAND BOARD (OSB),T12,T12|C43
T12|C43|S02,Subcategory,PLYWOOD,T12,T12|C43
T12|C43|S03,Subcategory,GYPSUM PANELS,T12,T12|C43
T12|C43|S04,Subcategory,COMPOSITE PANELS,T12,T12|C43
T12|C21,Category,GARAGE PARTITION WALL CAVITY INSULATION,T12,
T12|C21|S01,Subcategory,HIGH R-VALUE CAVITY INSULATION,T12,T12|C21
T12|C21|S02,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T12,T12|C21
T12|C21|S03,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T12,T12|C21
T12|C21|S04,Subcategory,SPRAY POLYURETHANE FOAM – OPEN CELL,T12,T12|C21
T12|C21|S05,Subcategory,SHEEP WOOL INSULATION,T12,T12|C21
T12|C21|S06,Subcategory,MINERAL WOOL BATT INSULATION,T12,T12|C21
T12|C21|S07,Subcategory,MINERAL WOOL LOOSE FILL INSULATION,T12,T12|C21
T12|C21|S08,Subcategory,FIBERGLASS LOOSE FILL INSULATION,T12,T12|C21
T12|C21|S09,Subcategory,FIBERGLASS BATT INSULATION,T12,T12|C21
T12|C21|S10,Subcategory,HEMP FIBER WOOL INSULATION,T12,T12|C21
T12|C21|S11,Subcategory,CELLULOSE INSULATION,T12,T12|C21
T12|C21|S12,Subcategory,WOOD FIBER INSULATION,T12,T12|C21
T12|C21|S13,Subcategory,HEMPCRETE INSULATION,T12,T12|C21
T12|C21|S14,Subcategory,STRAW BALE INSULATION,T12,T12|C21
T12|C21|S15,Subcategory,CEMENTITIOUS FOAM INSULATION,T12,T12|C21
T12|C21|S16,Subcategory,GRASS INSULATION,T12,T12|C21
T12|C22,Category,GARAGE PARTITION WALL CONTINUOUS INSULATION,T12,
T12|C22|S01,Subcategory,XPS FOAM BOARD (LEGACY FORMULAS),T12,T12|C22
T12|C22|S02,Subcategory,XPS FOAM BOARD (REDUCED GWP),T12,T12|C22
T12|C22|S03,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T12,T12|C22
T12|C22|S04,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T12,T12|C22
T12|C22|S05,Subcategory,XPS FOAM BOARD,T12,T12|C22
T12|C22|S06,Subcategory,MINERAL WOOL BOARD,T12,T12|C22
T12|C22|S07,Subcategory,HIGH R-VALUE CONTINUOUS INSULATION,T12,T12|C22
T12|C22|S08,Subcategory,EPS FOAM BOARD,T12,T12|C22
T12|C22|S09,Subcategory,EPS FOAM BOARD WITH GRAPHITE,T12,T12|C22
T12|C22|S10,Subcategory,POLYISOCYANURATE FOAM BOARD,T12,T12|C22
T12|C22|S11,Subcategory,CORK BOARD,T12,T12|C22
T12|C22|S12,Subcategory,WOOD FIBER BOARD,T12,T12|C22
T12|C22|S13,Subcategory,STRAW BOARD,T12,T12|C22
T12|C22|S14,Subcategory,HEMPCRETE BLOCK,T12,T12|C22
T12|C22|S15,Subcategory,FIBERGLASS BOARD,T12,T12|C22
T12|C44,Category,BARRIERS AND MEMBRANES,T12,
T12|C44|S01,Subcategory,SHEET BARRIER PERMEABLE,T12,T12|C44
T12|C44|S04,Subcategory,SHEET BARRIER MOISTURE-VARIABLE,T12,T12|C44
T12|C44|S05,Subcategory,SHEET BARRIER NON-PERMEABLE,T12,T12|C44
T12|C44|S02,Subcategory,LIQUID APPLIED BARRIER,T12,T12|C44
T12|C44|S03,Subcategory,ADHESIVE BARRIER,T12,T12|C44
T12|H05,Header,GARAGE WALL CLADDING,T12,
T12|C23,Category,INTERIOR CLADDING,T12,
T12|C23|S04,Subcategory,MAGNESIUM OXIDE BOARD,T12,T12|C23
T12|C23|S01,Subcategory,"DRYWALL – 1/2""",T12,T12|C23
T12|C23|S02,Subcategory,"DRYWALL – 1/2"" TYPE C",T12,T12|C23
T12|C23|S03,Subcategory,"DRYWALL – 5/8"" TYPE X",T12,T12|C23
T12|C23|S08,Subcategory,"DRYWALL – 5/8"" TYPE C",T12,T12|C23
T12|C23|S05,Subcategory,ALTERNATIVE BIO-BASED CLADDING,T12,T12|C23
T12|C23|S06,Subcategory,INTERIOR FINISH PLASTER,T12,T12|C23
T12|C25,Category,EXTERIOR WALL CLADDING,T12,
T12|C25|S01,Subcategory,COMMON BRICK,T12,T12|C25
T12|C25|S02,Subcategory,NATURAL STONE MASONRY,T12,T12|C25
T12|C25|S03,Subcategory,THIN VENEER BRICK,T12,T12|C25
T12|C25|S04,Subcategory,ACRYLIC STUCCO,T12,T12|C25
T12|C25|S05,Subcategory,ALUMINUM PANELS,T12,T12|C25
T12|C25|S06,Subcategory,STEEL PANELS,T12,T12|C25
T12|C25|S07,Subcategory,FIBER CEMENT SIDING,T12,T12|C25
T12|C25|S08,Subcategory,POLYPROPYLENE SIDING,T12,T12|C25
T12|C25|S09,Subcategory,VINYL SIDING,T12,T12|C25
T12|C25|S10,Subcategory,ENGINEERED WOOD SIDING,T12,T12|C25
T12|C25|S15,Subcategory,HEAT TREATED WOOD SIDING,T12,T12|C25
T12|C25|S11,Subcategory,NATURAL WOOD SIDING,T12,T12|C25
T12|C25|S12,Subcategory,EXTERIOR PLASTER,T12,T12|C25
T12|C25|S13,Subcategory,BAMBOO CLADDING,T12,T12|C25
T12|C25|S14,Subcategory,COMPOSITE CLADDING,T12,T12|C25
T12|C26,Category,STRAPPING / FURRING,T12,
T12|C26|S01,Subcategory,WOOD STRAPPING,T12,T12|C26
T12|H06,Header,GARAGE WINDOWS,T12,
T12|C27,Category,WINDOWS – DOUBLE-GLAZED,T12,
T12|C27|S01,Subcategory,DOUBLE-GLAZED WINDOWS – AVERAGE,T12,T12|C27
T12|C27|S02,Subcategory,DOUBLE-GLAZED WINDOWS – PRODUCT-SPECIFIC,T12,T12|C27
T12|C28,Category,WINDOWS – TRIPLE-GLAZED,T12,
T12|C28|S01,Subcategory,TRIPLE-GLAZED WINDOWS – AVERAGE,T12,T12|C28
T12|H07,Header,GARAGE CEILINGS,T12,
T12|C29,Category,CEILING FINISHES,T12,
T12|C29|S01,Subcategory,"DRYWALL – 1/2""",T12,T12|C29
T12|C29|S02,Subcategory,"DRYWALL – 1/2"" TYPE C",T12,T12|C29
T12|C29|S03,Subcategory,"DRYWALL – 5/8"" TYPE X",T12,T12|C29
T12|C29|S08,Subcategory,"DRYWALL – 5/8"" TYPE C",T12,T12|C29
T12|C29|S04,Subcategory,MAGNESIUM OXIDE BOARD,T12,T12|C29
T12|C29|S05,Subcategory,BIO-BASED CLADDING,T12,T12|C29
T12|C29|S06,Subcategory,INTERIOR FINISH PLASTER,T12,T12|C29
T12|H08,Header,GARAGE ROOF,T12,
T12|C30,Category,WOOD ROOF FRAMING,T12,
T12|C30|S01,Subcategory,WOOD TRUSS ROOF FRAMING,T12,T12|C30
T12|C30|S02,Subcategory,WOOD I-JOIST ROOF FRAMING,T12,T12|C30
T12|C30|S03,Subcategory,LIGHT WOOD SITE-BUILT ROOF FRAMING,T12,T12|C30
T12|C31,Category,ROOF DECKING,T12,
T12|C31|S01,Subcategory,"WOOD SHEET PRODUCTS - 5/8""",T12,T12|C31
T12|C31|S02,Subcategory,"GYPSUM PANELS 1/2""",T12,T12|C31
T12|C31|S03,Subcategory,PLYWOOD,T12,T12|C31
T12|C31|S04,Subcategory,OSB SHEATHING & BARRIER SYSTEM,T12,T12|C31
T12|C32,Category,WATERPROOFING MEMBRANE,T12,
T12|C32|S01,Subcategory,ROOFING MEMBRANE,T12,T12|C32
T12|C33,Category,ROOF STRAPPING,T12,
T12|C33|S01,Subcategory,WOOD STRAPPING,T12,T12|C33
T12|C34,Category,ROOFING,T12,
T12|C34|S01,Subcategory,ALUMINUM ROOFING PANELS,T12,T12|C34
T12|C34|S02,Subcategory,STEEL ROOFING PANELS,T12,T12|C34
T12|C34|S03,Subcategory,FIBER CEMENT ROOFING,T12,T12|C34
T12|C34|S04,Subcategory,ASPHALT SHINGLES,T12,T12|C34
T12|C34|S05,Subcategory,CLAY ROOF TILES,T12,T12|C34
T12|C35,Category,ROOF CAVITY INSULATION,T12,
T12|C35|S01,Subcategory,HIGH R-VALUE CAVITY INSULATION,T12,T12|C35
T12|C35|S02,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T12,T12|C35
T12|C35|S03,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T12,T12|C35
T12|C35|S04,Subcategory,SPRAY POLYURETHANE FOAM – OPEN CELL,T12,T12|C35
T12|C35|S05,Subcategory,SHEEP WOOL INSULATION,T12,T12|C35
T12|C35|S06,Subcategory,MINERAL WOOL BATT INSULATION,T12,T12|C35
T12|C35|S07,Subcategory,MINERAL WOOL LOOSE FILL INSULATION,T12,T12|C35
T12|C35|S08,Subcategory,FIBERGLASS LOOSE FILL INSULATION,T12,T12|C35
T12|C35|S09,Subcategory,FIBERGLASS BATT INSULATION,T12,T12|C35
T12|C35|S10,Subcategory,HEMP FIBER WOOL INSULATION,T12,T12|C35
T12|C35|S11,Subcategory,CELLULOSE INSULATION,T12,T12|C35
T12|C35|S12,Subcategory,WOOD FIBER INSULATION,T12,T12|C35
T12|C35|S13,Subcategory,HEMPCRETE INSULATION,T12,T12|C35
T12|C35|S14,Subcategory,STRAW BALE INSULATION,T12,T12|C35
T12|C35|S15,Subcategory,CEMENTITIOUS FOAM INSULATION,T12,T12|C35
T12|C35|S16,Subcategory,GRASS INSULATION,T12,T12|C35
T12|C36,Category,CONTINUOUS ROOF INSULATION,T12,
T12|C36|S01,Subcategory,XPS FOAM BOARD (LEGACY FORMULAS),T12,T12|C36
T12|C36|S02,Subcategory,XPS FOAM BOARD (REDUCED GWP),T12,T12|C36
T12|C36|S03,Subcategory,SPRAY POLYURETHANE FOAM – HIGH DENSITY,T12,T12|C36
T12|C36|S04,Subcategory,SPRAY POLYURETHANE FOAM – CLOSED CELL,T12,T12|C36
T12|C36|S05,Subcategory,XPS FOAM BOARD,T12,T12|C36
T12|C36|S06,Subcategory,MINERAL WOOL BOARD,T12,T12|C36
T12|C36|S07,Subcategory,EPS FOAM BOARD,T12,T12|C36
T12|C36|S08,Subcategory,EPS FOAM BOARD WITH GRAPHITE,T12,T12|C36
T12|C36|S09,Subcategory,POLYISOCYANURATE FOAM ROOF BOARD,T12,T12|C36
T12|C36|S10,Subcategory,CORK BOARD,T12,T12|C36
T12|C36|S11,Subcategory,WOOD FIBER BOARD,T12,T12|C36
T12|C36|S13,Subcategory,STRAW BOARD,T12,T12|C36
T12|C36|S15,Subcategory,FIBERGLASS BOARD,T12,T12|C36
T12|C46,Category,BARRIERS AND MEMBRANES,T12,
T12|C46|S01,Subcategory,ROOF DECK SHEET BARRIER,T12,T12|C46
T12|C46|S02,Subcategory,ROOF DECK LIQUID APPLIED BARRIER,T12,T12|C46
T12|C46|S03,Subcategory,CEILING SHEET BARRIER 🤚,T12,T12|C46
T12|H09,Header,GARAGE ADDITIONAL MATERIALS,T12,
T12|CAM,Category,ADDITIONAL MATERIALS,T12,
T12|CAM|SLE,Subcategory,MATERIALS BY LENGTH,T12,T12|CAM
T12|CAM|SAR,Subcategory,MATERIALS BY AREA,T12,T12|CAM
T12|CAM|SRV,Subcategory,MATERIALS BY R-VALUE & AREA,T12,T12|CAM
T12|CAM|SVO,Subcategory,MATERIALS BY VOLUME,T12,T12|CAM
T12|CEP,Category,ADD CUSTOM EPD VALUE,T12,
