"","","","","ID for →","Materials options by VOLUME – m³","ID for →","Material options by SURFACE AREA – m²","ID for →","Material options by Length - m","ID for →","Material options by R-VALUE & AREA - m²•RSI","","Province/State","Country","USER INPUT Building Type","Construction Type","Construction Stage","Purpose of Evaluation","List of countries","Province for Country Selected","","Sheet Name","Text Color","BG Color","Full Sheet Name"
"","","","","","","LVT004","Luxury vinyl tile (LVT)  / Parterre Flooring / Dryback LVT / Tile or plank - 5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT005","Luxury vinyl tile (LVT) / Interface / All tile & plank models / 3.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT006","Luxury vinyl tile (LVT) / Mannington / All tile & plank models / 4.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT007","Luxury vinyl tile (LVT)  / Shaw - Patcraft / Luxury Vinyl Tile / 2 - 5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT008","Luxury vinyl tile (LVT) / Armstrong / Biome, Coalesce, Duo, Exchange, Parallel USA, Terra & Theorem / 2.5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT009","Rigid core vinyl flooring / Parterre Flooring / Rigid Core Click / Tile or plank - 5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT011","Luxury vinyl tile (LVT) / Mannington / Luxury Vinyl Tile / 2.5 mm Tile and Plank","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT012","Luxury Vinyl Tile (LVT) / Fuhua / FloraFloor / Click & Loose lay / 4.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT013","Luxury vinyl tile (LVT) / Altro / Altro Lavencia / 3.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT014","Vinyl flooring / Resilient Floor Covering Institute / Heterogeneous [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","2ecd60","Clay Plaster, site mixed / 15 mm (9/16"") [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","LCP001","Lime/Cork Plaster (Ext. & Int.) / Diasen / Diathonite Evolution, R3.2-inch / 3/4"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","LCP002","Lime/Cork Plaster (Ext. & Int.) / Diasen / Diathonite Thermactive.037, R3.9-inch / 3/4"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","LCP003","Lime/Cork Plaster (Int.) / Diasen / Diathonite Acoustix, 3/4"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","g1g2cs","Lime Plaster, NHL 3.5 / Kerakoll / Biocalce Intonaco line @ 2 cm [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","STU000","Cement ""Stucco"" Plaster / Sto SE / Pre-mixed rendering & plastering mortar with reinforcing fiber / 1/2"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","p3m1f1","Cement ""Stucco"" Plaster / Beissier / Premixed Mortar @ 1/2"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","d201fq","Cement ""Stucco"" Plaster / 1:1:4 mix of Portland, masonry cement, sand @ 1/2"" [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","9ee6d0","Cement Mortar for Tile / Tile Council of North America / [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","p8c2la","Linoleum flooring / 2.5 mm [BEAM Avg]","","","","","","","","","","","","","","","","","",""
"","","","","","","e075b4","Linoleum flooring / Forbo / Marmoleum / 2.5 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN003","Linoleum flooring / Gerflor  / DLW Linoleum Compact / 2.5 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN004","Linoleum flooring / Tarkett  / Lino Veneto xf2, Etrusco, Style Elle|Emme, Veneto, Originale, LinoRail, Linosport / 2.5 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN005","Linoleum flooring / Forbo / Marmoleum / 2.0 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN00X","Linoleum flooring / 4.0 mm [BEAM Avg]","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN000","Linoleum flooring / Gerflor  / DLW Linoleum Acousticplus / 4.0 mm sheet style linoleum with Neocare backing","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN001","Linoleum flooring / Tarkett  / Lino Acoustic / 3.8 mm sheet style linoleum with polyurethane foam backing","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN002","Linoleum flooring / Tarkett  / Veneto Acoustic Cork / 4.4 mm sheet style linoleum with cork backing","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN006","Linoleum flooring / Mannington / Legato Flooring / 2.2 liquid applied","","","","","","","","","","","","","","","","","",""
"","","","","","","34db3d","Metal Panels - Aluminum / 22 gauge / Metal Construction Assn. [Industry Avg | US]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPA000","Metal Panels - Aluminum / Petersen Aluminum Corp / Pac-Clad, all profiles / 20 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MPA001","Metal Wall Panels - Aluminum / CENTRIA / RZR / 0.060""","","","","","","","","","","","","","","","","","",""
"","","","","","","MPA002","Metal Wall Panels - Aluminum / CENTRIA / LVLZ / 0.060""","","","","","","","","","","","","","","","","","",""
"","","","","","","98a9cd","Metal Panels - Steel / Metal Construction Assn.  / 24 gauge [Industry Avg | US]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS000","Metal Panels - Steel / Petersen Aluminum Corp / Pac-Clad, all profiles / 24 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS001","Metal Panels - Steel / Metal Building Manufacturers Assn / 24 gauge [Industry Avg | US]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS002","Metal Panels - Steel / Canadian Sheet Steel Building Institute / 24 gauge [Industry Avg | CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS003","Metal panels - steel / ArcelorMittal / XCarb RRP / 24 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS004","Metal Panels - Steel / AEP Span / All roofing & wall products / 24 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MGOB0X","MgO board  1/2"" [BEAM Avg]","","","","","","","","","","","","","","","","","",""
"","","","","","","63d778","MgO board 1/2"" / North American MgO / MagTech Ultra / 1/2""","","","","","","","","","","","","","","","","","",""
"","","","","","","INT007","MgO board 1/2"" / Sinh Build / MAGOXX boards / 1/2"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","f0c8ce","OSB sheathing / 7/16"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","edcc0d","OSB sheathing / 1/2"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","68328c","OSB sheathing / 5/8"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","69ac20","OSB sheathing / 3/4"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","d14a8f","OSB sheathing / 7/8"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB002","OSB sheathing / 7/16"" / LP / FlameBlock® Fire-Rated / 7/16"", coated 1 side","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB003","OSB sheathing / 7/16"" / LP / TopNotch® 350 / 7/16""","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB004","OSB sheathing / 1/2"" / LP / WeatherLogic® Air & Water Barrier / 1/2""","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB005","OSB sheathing / 7/16"" / LP / WeatherLogic® Air & Water Barrier / 7/16""","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB000","OSB sheathing / 1/2"" / Huber  / AdvanTech / 1/2"" Sheathing","","","","","","","","","","","","","","","","","",""
"","","","","","","2fg4um","OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 5/8""","","","","","","","","","","","","","","","","","",""
"","","","","","","g83od3","OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 1/2""","","","","","","","","","","","","","","","","","",""
"","","","","","","7vi3jf","OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 7/16""","","","","","","","","","","","","","","","","","",""
"","","","","","","2gy8rd","Insulated OSB sheathing & barrier / Huber ZIP System / R-12 / 7/16"" OSB; 2"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
"","","","","","","t5ydsd","Insulated OSB sheathing & barrier / Huber ZIP System / R-9 / 7/16"" OSB; 1.5"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
"","","","","","","3lkfm3","Insulated OSB sheathing & barrier / Huber ZIP System / R-6 / 7/16"" OSB; 1"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
"","","","","","","dsa30i","Insulated OSB sheathing & barrier / Huber ZIP System / R-3 / 7/16"" OSB; 1/2"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB006","OSB subflooring / Huber  / AdvanTech / 19/32"" Subflooring","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB007","OSB subflooring / LP / LP Legacy® Premium / 5/8""","","","","","","","","","","","","","","","","","",""
"","","","","","","61a79e","Plywood / 3/4"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","d88aad","Plywood / 5/8"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","c41283","Plywood / 1/2"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","PLY000","Plywood / 1/2"" / British Columbia Average","","","","","","","","","","","","","","","","","",""
"","","","","","","PLY001","Plywood / 3/4"" / British Columbia Average","","","","","","","","","","","","","","","","","",""
"","","","","","","PLY002","Plywood / 5/8"" / British Columbia Average","","","","","","","","","","","","","","","","","",""
"","","","","","","PLY004","Plywood / 1/2"" / Roseburg softwood plywood / ","","","","","","","","","","","","","","","","","",""
"","","","","","","PLY005","Plywood / 3/4"" / Roseburg softwood plywood","","","","","","","","","","","","","","","","","",""
"","","","","","","VIN000","Polypropylene siding / Vinyl Siding Institute  / 0.085"" Single 7"" wood shake appearance [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","a3d86b","PVC Roofing Membrane / single-ply, polyester, reinforced / 48 mils (1.219 mm) / CIFA [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","c09ed4","Rammed earth / Stabilized with 3% NHL / no rebar [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","5fe983","Rammed earth / Stabilized with 5% cement / no rebar [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","bd05f4","Rammed earth / Stabilized with 8% cement / no rebar [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","9d6057","Reflective roof coating / Selena Group / COOL-R / SRI 107 / Poland","","","","","","","","","","","","","","","","","",""
"","","","","","","e06534","Rubber flooring / ECOsurfaces / 6mm","","","","","","","","","","","","","","","","","",""
"","","","","","","891444","Rubber flooring / Resilient Floor Covering Institute / Includes tiles and rolls / 2mm [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","237e64","SBS Modified Bitumen Roofing / ARMA / Includes: CertainTeed, Firestone, GAF, Henry, IKO, Johns Mansville, Malarkey, Siplast, Soprema / [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP007","SIP roof panels / Nexii Roof Panels / 16"" panel / R56","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP005","SIP wall panel / Nexii Cladding Panels / 10"" panel / R34","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP006","SIP wall panel / Nexii Load-bearing Panels / 10"" panel / R34","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP000","SIP panels - EPS foam & OSB / SIPA / R-15 4.5"" panel [Industry Avg | N America]","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP001","SIP panels - EPS foam & OSB / SIPA / R-23 6.5"" panel [Industry Avg | N America]","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP002","SIP panels - EPS foam & OSB / SIPA / R-30 8.25"" panel [Industry Avg | N America]","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP003","SIP panels - EPS foam & OSB / SIPA / R-38 10.25"" panel [Industry Avg | N America] ","","","","","","","","","","","","","","","","","",""
"","","","","","","SIP004","SIP panels - EPS foam & OSB / SIPA / R-45 12.25"" panel [Industry Avg | N America] ","","","","","","","","","","","","","","","","","",""
"","","","","","","g93fwm","Straw Insulated Panels with wood framing (SIP) / EcoCocon / Prefabricated panel, 40 cm / R35 [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","INT009","Straw board sheathing / VestaEco Straw Boards 280 / 30 mm [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","WAL000","Straw board partition wall / Ekopanely / Ekopanel E60-1200 / 60 mm  [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","WAL001","Straw board partition wall / Durra Panel / Durra Wall Panels / 50 mm [AUS]","","","","","","","","","","","","","","","","","",""
"","","","","","","4s1lp2","Structural Precast Concrete / 10'' Hollow core slab / CPCI - PCI / North American Average","","","","","","","","","","","","","","","","","",""
"","","","","","","TPO000","TPO Roofing Membrane / Carlisle / Sure-Weld / 60 mils","","","","","","","","","","","","","","","","","",""
"","","","","","","TPO001","TPO roofing membrane / Single Ply Roofing Industry / 45 mils / [Industry Avg | US ]","","","","","","","","","","","","","","","","","",""
"","","","","","","TPO002","TPO roofing membrane / Single Ply Roofing Industry / 60 mils / [Industry Avg | US ]","","","","","","","","","","","","","","","","","",""
"","","","","","","8ad79d","TREATED WOOD FOUNDATION - 2x8 framing @ 16"" OC, 3/4"" plywood sheathing","","","","","","","","","","","","","","","","","",""
"","","","","","","e533ed","TREATED WOOD DECKING, 1-1/4"" X 3-1/2"" with 1/4"" Spacing","","","","","","","","","","","","","","","","","",""
"","","","","","","f2932d","Vinyl flooring / Resilient Floor Covering Institute / Vinyl Composition Tile [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","VIN001","Vinyl Siding / Vinyl Siding Institute / 0.040"" Double 4.5"" [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","VIN002","Insulated Vinyl Siding / Vinyl Siding Institute / 0.040"" Double 4.5"" [Industry Avg | US & CA] / R-0.5","","","","","","","","","","","","","","","","","",""
"","","","","","","WIR000","Welded wire reinforcement / Insteel Industries / 4"" x 4"" x 6/6g [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","WIR001","Welded wire reinforcement / Insteel Industries / 6"" x 6"" x 6/6g [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","a4f3bf","Window - double-glazed / Fiberglass frame / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","1c4002","Window - double-glazed / Vinyl frame / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","5644c4","Window - double-glazed / Wood frame / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","6f579d","Window - double-glazed / Wood frame, aluminum cladding / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","s76tf2","Window - double-glazed / Inline Fiberglass / Series 300, 325, 325, 400 / Fiberglass frame / CAN","","","","","","","","","","","","","","","","","",""
"","","","","","","www111","Window - double-glazed / Andersen / E-Series / Wood frame, aluminum cladding / USA","","","","","","","","","","","","","","","","","",""
"","","","","","","www112","Window, double-glazed, aluminum frame / Wausau / INvent fixed windows / US","","","","","","","","","","","","","","","","","",""
"","","","","","","www113","Window, double-glazed, aluminum frame / Wausau / INvent casement windows / US","","","","","","","","","","","","","","","","","",""
"","","","","","","www114","Window, double-glazed, PVC-U frame, tilt & turn / [Industry Avg | EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","www115","Window, double-glazed, aluminum frame / Kawneer / OptiQ AA5450, TR-9100, 8400TL, AA6400|6500|6600 / Hung & sliding","","","","","","","","","","","","","","","","","",""
"","","","","","","www116","Window, double-glazed, aluminum frame / Kawneer / Optiq AA4325, 8225TL|TLF, 526, AA 6400|6500, NX-300|3000 / Projected & casement","","","","","","","","","","","","","","","","","",""
"","","","","","","www117","Window, double-glazed, aluminum frame / AluQuebec / Avg of fixed, casement, slider, hung, tilt & turn, awning","","","","","","","","","","","","","","","","","",""
"","","","","","","www118","Window, double-glazed, aluminum frame / Arcadia / CV200, T200 / Projected & casement","","","","","","","","","","","","","","","","","",""
"","","","","","","www119","Window, double-glazed, aluminum frame / EFCO / Xtherm, 5FXT, FX45, 6615, 6621, 6715, FX32, OG32, OG45 / Fixed","","","","","","","","","","","","","","","","","",""
"","","","","","","www120","Window, double-glazed, aluminum frame / EFCO / Xtherm, 875V, 2700, 2701, 450G, 590X, 6725, PG32, PX32, WV410, WV430 / Projected & casement","","","","","","","","","","","","","","","","","",""
"","","","","","","www121","Window, triple-glazed, PVC-U frame, tilt & turn / [Industry Avg | EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","bc7038","Window - triple pane / Fiberglass frame / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","595ddd","Window - triple pane / Vinyl frame / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","32a4e7","Window - triple pane / Wood frame / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","952dee","Window - triple pane / Wood frame, aluminum cladding / BfCA Study [US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","6877c8","Wood chip cement ICF / Nexcem, Faswall / 12"" R22 block","","","","","","","","","","","","","","","","","",""
"","","","","","","cac908","Wood chip cement ICF / Nexcem, Faswall / 14"" R28 block","","","","","","","","","","","","","","","","","",""
"","","","","","","c8fcb5","WOOD CHIP CEMENT ICF 12"" R-21 with CORK BOARD INSERTS (3 in. @ R4/in.), 15M REBAR","","","","","","","","","","","","","","","","","",""
"","","","","","","5712f2","WOOD CHIP CEMENT ICF 12"" R-22 with MINERAL WOOL INSERTS, (3 in. @ R4.2/in.), 15M REBAR","","","","","","","","","","","","","","","","","",""
"","","","","","","ecd60d","WOOD CHIP CEMENT ICF 14"" R-27 with CORK BOARD INSERTS (5 in. @ R4/in.), 15M REBAR","","","","","","","","","","","","","","","","","",""
"","","","","","","707a65","WOOD CHIP CEMENT ICF 14"" R-28 with MINERAL WOOL INSERTS (5 in. @ R4.2/in.), 15M REBAR","","","","","","","","","","","","","","","","","",""
"","","","","","","6d2eca","Straw bale infill with wood framing (SIP) / R-46 / 14"" / double 2x4 @ 30"" o/c","","","","","","","","","","","","","","","","","",""
"","","","","","","pd92mn","Wood / Redwood / 3/4"" boards / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","SPF000","Wood / SPF / 2x4 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia","","","","","","","","","","","","","","","","","",""
"","","","","","","SPF001","Wood / SPF / 2x6 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia","","","","","","","","","","","","","","","","","",""
"","","","","","","SPF002","Wood / SPF / 2x8 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia","","","","","","","","","","","","","","","","","",""
"","","","","","","12dc8t","Wood / SPF / 2x3 Lumber / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","2m3nf4","Wood / SPF / 2x4 Lumber / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","c309dk","Wood / SPF / 2x6 Lumber / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","4lv9wd","Wood / SPF / 2x8 Lumber / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","8vkef3","Wood / SPF / 2x10 Lumber / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","o3kwx9","Wood / SPF / 2x12 Lumber / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","t2c9ss","Wood / SPF / 1/4"" boards / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","4ld02f","Wood / SPF / 3/8"" boards / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","l2kgs9","Wood / SPF / 1/2"" boards / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","p2v3x5","Wood / SPF / 5/8"" boards / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","4scwf3","Wood / SPF / 3/4"" boards / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","x3fk2s","Wood / SPF / 7/8"" boards / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","WRT000","Wood tube studs / Wood Tube // 1.5 x 2.5"" / Recycled paper, stud only [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","INT008","Wood wool boards / Armstrong / Tectum ceiling & wall boards / 2"" ","","","","","","","","","","","","","","","","","",""
"","","","","","","WWC000","Wood cladding / BurntWood / ReUse with linseed oil treatment / 18 mm [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","WWC001","Wood cladding / BurntWood / ReUse without surface treatment / 18 mm [EU]","","","","","","","","","","","","","","","","","",""